epoch,accuracy,loss,val_accuracy,val_loss
1,0.6405228972434998,0.6474781632423401,0.7435897588729858,0.6663168668746948
2,0.7712418437004089,0.561681866645813,0.6153846383094788,0.6642272472381592
3,0.7647058963775635,0.49905723333358765,0.6666666865348816,0.6523724794387817
4,0.8235294222831726,0.4752063751220703,0.5128205418586731,0.6892184019088745
5,0.8169934749603271,0.4418380856513977,0.6410256624221802,0.632564902305603
6,0.8169934749603271,0.3820784091949463,0.5384615659713745,0.6333287954330444
7,0.7973856329917908,0.4111488163471222,0.7692307829856873,0.5826160311698914
8,0.8627451062202454,0.4109885096549988,0.8205128312110901,0.592646062374115
9,0.8562091588973999,0.3622773587703705,0.5128205418586731,0.6819953918457031
10,0.8300653696060181,0.3795206546783447,0.7435897588729858,0.6012449264526367
11,0.8692810535430908,0.31921395659446716,0.7435897588729858,0.5683532357215881
12,0.8627451062202454,0.32291433215141296,0.8461538553237915,0.5239158272743225
13,0.9084967374801636,0.2614128589630127,0.7948718070983887,0.5161169171333313
14,0.8954248428344727,0.2911417484283447,0.7435897588729858,0.5388621091842651
15,0.8823529481887817,0.28241321444511414,0.6666666865348816,0.5641492009162903
16,0.9542483687400818,0.19137042760849,0.8461538553237915,0.48710066080093384
17,0.9411764740943909,0.1950954794883728,0.8205128312110901,0.525757908821106
18,0.9084967374801636,0.2276546061038971,0.7435897588729858,0.53519207239151
19,0.9411764740943909,0.18866237998008728,0.8717948794364929,0.3961431682109833
20,0.9477124214172363,0.16334941983222961,0.9230769276618958,0.39249810576438904
21,0.9542483687400818,0.14719457924365997,0.8205128312110901,0.361563116312027
22,0.9411764740943909,0.1974644809961319,0.9230769276618958,0.39685577154159546
23,0.9542483687400818,0.1658899337053299,0.6410256624221802,0.6230289340019226
24,0.9411764740943909,0.1558120846748352,0.8461538553237915,0.43341079354286194
25,0.9542483687400818,0.14097383618354797,0.6410256624221802,0.6588948369026184
