epoch,accuracy,loss,val_accuracy,val_loss
1,0.5359477400779724,0.6896198987960815,0.4871794879436493,0.6976118087768555
2,0.529411792755127,0.6839309334754944,0.5897436141967773,0.6786895394325256
3,0.5686274766921997,0.677259087562561,0.5641025900840759,0.6687982082366943
4,0.6339869499206543,0.6626771688461304,0.6410256624221802,0.6471344232559204
5,0.6666666865348816,0.6378982067108154,0.6153846383094788,0.6501523852348328
6,0.686274528503418,0.6117093563079834,0.7435897588729858,0.6162298917770386
7,0.673202633857727,0.6207647919654846,0.5897436141967773,0.660455048084259
8,0.673202633857727,0.5957710146903992,0.6410256624221802,0.6181889772415161
9,0.6535947918891907,0.59372478723526,0.7179487347602844,0.5819317698478699
10,0.8235294222831726,0.51256263256073,0.7179487347602844,0.5786356925964355
11,0.8366013169288635,0.4798955023288727,0.7179487347602844,0.5535895824432373
12,0.843137264251709,0.4267737567424774,0.6666666865348816,0.6961637139320374
13,0.7777777910232544,0.4672468602657318,0.8205128312110901,0.47313544154167175
14,0.843137264251709,0.3871130049228668,0.7435897588729858,0.5462710857391357
15,0.8562091588973999,0.37609121203422546,0.7435897588729858,0.5409241318702698
16,0.8758170008659363,0.32037293910980225,0.7692307829856873,0.4921838939189911
17,0.8039215803146362,0.4270724058151245,0.7435897588729858,0.5447418093681335
18,0.7647058963775635,0.4588746726512909,0.7179487347602844,0.5497293472290039
19,0.8627451062202454,0.378285676240921,0.8205128312110901,0.48652374744415283
