epoch,accuracy,loss,val_accuracy,val_loss
1,0.45098039507865906,0.7344104647636414,0.6153846383094788,0.6844008564949036
2,0.5098039507865906,0.6980128288269043,0.5128205418586731,0.6892107725143433
3,0.516339898109436,0.6971757411956787,0.4615384638309479,0.6808921694755554
4,0.5686274766921997,0.6780838966369629,0.5128205418586731,0.6787382364273071
5,0.5686274766921997,0.6846630573272705,0.6410256624221802,0.6734542846679688
6,0.6209150552749634,0.6747048497200012,0.6153846383094788,0.6727461218833923
7,0.6209150552749634,0.6471370458602905,0.692307710647583,0.6652928590774536
8,0.6928104758262634,0.653205394744873,0.6153846383094788,0.6735198497772217
9,0.7254902124404907,0.6208351254463196,0.6153846383094788,0.674998939037323
10,0.7320261597633362,0.5867123007774353,0.5897436141967773,0.6965786814689636
11,0.7908496856689453,0.5281720757484436,0.7692307829856873,0.6334185600280762
12,0.7647058963775635,0.5339420437812805,0.5128205418586731,0.8592469692230225
13,0.7124183177947998,0.5884795784950256,0.5384615659713745,0.7876865267753601
14,0.7320261597633362,0.5548964142799377,0.692307710647583,0.5917129516601562
15,0.6928104758262634,0.5729942917823792,0.6153846383094788,0.667225182056427
16,0.7647058963775635,0.5126309990882874,0.7179487347602844,0.5714056491851807
17,0.8300653696060181,0.46589577198028564,0.7435897588729858,0.5864346623420715
18,0.8235294222831726,0.44992074370384216,0.6410256624221802,0.6710264682769775
19,0.8235294222831726,0.4459538757801056,0.7692307829856873,0.537284255027771
20,0.7973856329917908,0.4463750422000885,0.7948718070983887,0.49138063192367554
21,0.8169934749603271,0.43140146136283875,0.7435897588729858,0.5488322377204895
22,0.8496732115745544,0.36811357736587524,0.7948718070983887,0.4676782190799713
23,0.8627451062202454,0.35097813606262207,0.8205128312110901,0.4387943148612976
24,0.843137264251709,0.3460600674152374,0.8461538553237915,0.3971548080444336
25,0.8627451062202454,0.32472479343414307,0.8717948794364929,0.36981743574142456
