epoch,accuracy,loss,val_accuracy,val_loss
1,0.5751634240150452,0.7229217290878296,0.4871794879436493,0.6934455633163452
2,0.7320261597633362,0.5487083196640015,0.5384615659713745,0.682336151599884
3,0.7973856329917908,0.4776341915130615,0.4871794879436493,0.6832200884819031
4,0.8562091588973999,0.4190123379230499,0.5897436141967773,0.6743500828742981
5,0.8366013169288635,0.3846434950828552,0.6153846383094788,0.6657740473747253
6,0.9019607901573181,0.3126952052116394,0.692307710647583,0.6527378559112549
7,0.8888888955116272,0.2823547422885895,0.8205128312110901,0.6102015376091003
8,0.8954248428344727,0.26801106333732605,0.43589743971824646,0.7129773497581482
9,0.9084967374801636,0.2527744174003601,0.6153846383094788,0.6194023489952087
10,0.9215686321258545,0.28572437167167664,0.7948718070983887,0.5881474018096924
11,0.9019607901573181,0.22970613837242126,0.7948718070983887,0.5687741041183472
12,0.9084967374801636,0.2296808958053589,0.4871794879436493,0.6766681671142578
13,0.9019607901573181,0.24752014875411987,0.8205128312110901,0.5737184286117554
14,0.9215686321258545,0.200164794921875,0.7435897588729858,0.580457329750061
15,0.9477124214172363,0.19236041605472565,0.8974359035491943,0.5422770977020264
16,0.9542483687400818,0.16870678961277008,0.7948718070983887,0.5273032784461975
17,0.9542483687400818,0.151498943567276,0.5641025900840759,0.5834128856658936
18,0.9215686321258545,0.16883541643619537,0.6153846383094788,0.5951292514801025
19,0.9346405267715454,0.14260287582874298,0.8205128312110901,0.44327521324157715
20,0.9542483687400818,0.14993833005428314,0.5641025900840759,0.6173189878463745
21,0.9803921580314636,0.07683859765529633,0.8974359035491943,0.4204433262348175
22,0.9542483687400818,0.10535512119531631,0.9487179517745972,0.3927150070667267
23,0.9803921580314636,0.07231543213129044,0.9487179517745972,0.3331574499607086
24,0.9738562107086182,0.07732155174016953,0.8205128312110901,0.3488294184207916
25,0.9803921580314636,0.08469639718532562,0.9487179517745972,0.28822481632232666
